LAT,LON,YEAR,MONTH,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M,TS,EVLAND,GWETROOT
15.5,122.5,2019,AUG,30.54,26.9,14.61,83.35,18.72,5.99,29.56,,
13.5,122.5,2020,AUG,30.63,26.52,6.78,80.69,18.24,3.24,29.03,3.32,0.98
14.5,122.5,2020,AUG,31.24,26.95,7.74,80.08,17.9,3.93,29.77,3.42,0.99
15.5,122.5,2020,AUG,31.04,27.22,6.81,80.23,17.54,4.12,30.09,,
13.5,122.5,2021,AUG,30.41,26.77,5.97,80.92,19.46,3.34,29.13,3.27,0.91
14.5,122.5,2021,AUG,30.75,27.25,5.48,81.27,18.53,3.63,29.54,3.18,0.96
15.5,122.5,2021,AUG,30.7,27.54,4.78,81.32,19.18,3.97,29.89,,
13.5,122.5,2022,AUG,30.32,26.69,9.65,80.77,17.2,3.17,29.16,3.41,0.98
14.5,122.5,2022,AUG,29.96,27.43,11.66,80.44,17.06,3.56,29.78,3.29,0.99
15.5,122.5,2022,AUG,30.0,27.66,8.4,80.89,17.07,3.92,30.14,,
13.5,122.5,2023,AUG,31.34,27.58,2.54,82.27,21.15,4.86,29.25,3.48,0.86
14.5,122.5,2023,AUG,30.9,28.09,3.46,81.85,21.29,5.35,29.65,3.71,0.92
15.5,122.5,2023,AUG,30.91,28.27,6.7,81.45,21.51,5.76,29.91,,
13.5,122.5,2024,AUG,30.91,27.61,4.46,80.82,19.98,3.07,29.79,3.24,0.95
14.5,122.5,2024,AUG,31.23,28.19,4.6,80.09,20.77,3.63,30.23,3.44,0.96
15.5,122.5,2024,AUG,31.21,28.55,3.56,80.33,21.75,4.01,30.53,,
13.5,122.5,2025,AUG,31.13,26.24,8.13,81.53,18.72,3.13,29.01,3.51,0.94
14.5,122.5,2025,AUG,30.9,27.19,7.1,80.28,17.76,3.31,29.38,3.51,0.95
15.5,122.5,2025,AUG,30.6,26.83,7.83,80.97,17.51,3.52,29.82,,
13.5,122.5,1990,SEP,30.03,25.76,4.73,83.01,18.46,3.64,28.01,3.19,0.86
14.5,122.5,1990,SEP,29.77,26.35,5.63,83.61,18.15,3.96,28.13,3.47,0.96
15.5,122.5,1990,SEP,29.51,26.95,6.8,83.01,19.0,4.63,28.61,,
13.5,122.5,1991,SEP,29.48,25.74,2.98,84.3,18.53,4.8,28.27,2.89,0.88
14.5,122.5,1991,SEP,30.16,26.56,6.08,83.12,18.61,4.9,28.65,3.51,0.97
15.5,122.5,1991,SEP,30.11,26.66,8.41,82.92,19.23,5.2,28.83,,
13.5,122.5,1992,SEP,29.79,25.38,4.12,84.35,18.3,4.05,27.92,2.9,0.85
14.5,122.5,1992,SEP,29.25,26.32,7.07,83.36,17.71,4.49,28.49,3.62,0.98
15.5,122.5,1992,SEP,28.98,26.79,9.31,82.47,18.12,4.8,28.85,,
13.5,122.5,1993,SEP,30.33,25.13,4.98,84.44,18.43,3.33,27.94,2.5,0.87
14.5,122.5,1993,SEP,29.22,26.67,9.61,83.53,17.16,3.75,28.68,2.95,0.99
15.5,122.5,1993,SEP,29.26,26.49,11.88,83.52,17.9,4.22,29.03,,
13.5,122.5,1994,SEP,29.79,25.73,7.37,83.42,16.79,3.66,28.09,3.06,0.89
14.5,122.5,1994,SEP,29.71,26.5,8.82,82.1,17.06,3.7,28.72,3.31,0.98
15.5,122.5,1994,SEP,29.43,26.93,7.38,80.64,18.83,3.82,29.05,,
13.5,122.5,1995,SEP,29.52,26.23,11.41,85.14,15.74,4.56,28.61,3.1,0.99
14.5,122.5,1995,SEP,29.8,26.06,13.78,85.12,15.04,4.66,28.8,3.17,1.0
15.5,122.5,1995,SEP,29.72,26.56,11.09,85.05,16.28,4.86,28.92,,
13.5,122.5,1996,SEP,30.62,26.2,4.93,83.19,18.33,3.73,28.59,3.09,0.9
14.5,122.5,1996,SEP,30.13,26.94,6.99,82.5,18.38,3.93,28.95,3.35,0.96
15.5,122.5,1996,SEP,30.82,26.77,10.16,82.41,19.42,4.23,29.21,,
13.5,122.5,1997,SEP,30.31,25.5,6.14,83.99,17.75,3.11,28.11,2.73,0.84
14.5,122.5,1997,SEP,29.56,26.32,5.55,82.92,18.01,3.64,28.64,3.28,0.96
15.5,122.5,1997,SEP,29.38,26.93,4.21,82.96,19.67,3.94,28.75,,
13.5,122.5,1998,SEP,31.4,26.24,6.48,82.54,18.19,3.9,29.38,2.8,0.84
14.5,122.5,1998,SEP,31.1,27.15,9.45,82.22,18.07,4.59,29.72,3.11,0.95
15.5,122.5,1998,SEP,30.86,27.39,11.81,82.15,18.65,4.96,30.01,,
13.5,122.5,1999,SEP,29.09,25.83,5.0,84.24,17.21,3.95,27.91,3.13,0.96
14.5,122.5,1999,SEP,29.51,26.53,8.64,84.03,16.73,4.43,28.45,3.19,0.99
15.5,122.5,1999,SEP,29.6,26.59,10.87,83.51,17.27,4.93,28.92,,
13.5,122.5,2000,SEP,29.95,25.79,7.86,83.12,17.56,4.53,28.32,3.15,0.9
14.5,122.5,2000,SEP,30.36,25.94,9.05,83.98,17.55,5.12,28.61,3.57,0.98
15.5,122.5,2000,SEP,30.1,26.14,8.78,83.52,19.34,5.67,28.99,,
13.5,122.5,2001,SEP,29.9,25.63,2.26,83.52,20.25,3.57,28.43,2.7,0.92
14.5,122.5,2001,SEP,30.41,26.8,3.71,81.54,20.39,4.49,29.3,3.1,0.96
15.5,122.5,2001,SEP,30.31,27.55,5.84,81.26,20.58,4.94,29.56,,
13.5,122.5,2002,SEP,29.69,25.62,8.33,84.3,17.78,3.34,28.11,3.16,0.96
14.5,122.5,2002,SEP,30.23,26.24,9.31,82.6,18.35,3.52,29.01,3.28,0.98
15.5,122.5,2002,SEP,29.74,26.07,8.62,82.77,18.95,3.61,28.9,,
13.5,122.5,2003,SEP,29.51,25.85,7.72,85.48,18.22,3.54,28.0,2.81,0.97
14.5,122.5,2003,SEP,29.49,26.12,8.08,83.95,18.01,3.64,28.39,3.19,0.99
15.5,122.5,2003,SEP,29.54,26.78,8.88,82.72,18.71,4.02,29.05,,
13.5,122.5,2004,SEP,30.95,25.21,4.07,79.97,20.76,3.15,28.84,3.61,0.9
14.5,122.5,2004,SEP,29.71,26.41,3.98,80.21,20.14,3.67,29.06,3.71,0.96
15.5,122.5,2004,SEP,29.72,26.45,4.01,79.94,20.74,4.03,29.27,,
13.5,122.5,2005,SEP,30.14,26.41,14.2,84.03,16.74,3.88,28.71,3.13,0.97
14.5,122.5,2005,SEP,29.89,26.72,13.0,83.28,16.5,4.21,28.76,3.47,0.99
15.5,122.5,2005,SEP,29.81,26.92,12.65,82.55,17.5,4.76,29.38,,
13.5,122.5,2006,SEP,30.13,26.02,10.15,83.48,18.54,3.23,28.57,2.78,0.96
14.5,122.5,2006,SEP,30.44,27.06,10.09,80.8,18.12,3.66,29.38,3.1,0.97
15.5,122.5,2006,SEP,30.02,26.99,7.88,80.96,19.17,3.89,29.6,,
13.5,122.5,2007,SEP,31.04,25.81,8.94,83.13,17.1,3.83,28.86,2.74,0.93
14.5,122.5,2007,SEP,30.42,26.3,10.02,82.38,17.68,4.08,29.48,2.89,0.99
15.5,122.5,2007,SEP,30.22,27.62,10.37,81.53,18.6,4.29,29.92,,
13.5,122.5,2008,SEP,30.05,25.83,6.94,83.4,17.65,4.11,28.31,3.17,0.95
14.5,122.5,2008,SEP,29.86,26.44,10.1,83.15,17.37,4.5,28.81,3.34,0.99
15.5,122.5,2008,SEP,29.59,26.6,10.65,82.13,19.13,4.8,29.36,,
13.5,122.5,2009,SEP,31.16,25.91,9.96,84.77,14.73,4.74,28.25,3.22,0.95
14.5,122.5,2009,SEP,30.09,26.66,14.61,83.11,15.1,4.9,29.07,3.6,0.99
15.5,122.5,2009,SEP,30.54,27.0,13.47,82.15,16.47,5.08,29.57,,
13.5,122.5,2010,SEP,30.25,25.92,10.39,80.78,18.49,2.96,28.95,3.12,0.98
14.5,122.5,2010,SEP,30.48,27.05,9.6,80.1,17.18,3.7,29.58,3.32,0.99
15.5,122.5,2010,SEP,30.36,27.68,9.77,80.39,18.22,4.32,29.95,,
13.5,122.5,2011,SEP,29.71,26.05,8.02,84.33,18.3,4.15,28.24,3.04,0.96
14.5,122.5,2011,SEP,29.85,26.32,10.19,83.37,18.19,4.47,28.64,3.28,0.99
15.5,122.5,2011,SEP,30.05,26.71,11.85,82.69,18.78,4.63,29.1,,
13.5,122.5,2012,SEP,29.91,26.11,8.15,83.68,17.1,3.26,28.26,3.06,0.96
14.5,122.5,2012,SEP,29.5,25.94,13.83,83.0,16.57,3.27,28.62,3.57,0.99
15.5,122.5,2012,SEP,29.75,26.68,11.09,82.55,17.26,3.53,29.02,,
13.5,122.5,2013,SEP,30.25,26.29,6.04,83.81,16.88,4.04,28.45,3.08,0.96
14.5,122.5,2013,SEP,29.49,26.78,11.13,83.5,16.9,3.96,28.96,3.16,0.99
15.5,122.5,2013,SEP,30.29,26.96,10.78,82.3,18.38,3.61,29.28,,
13.5,122.5,2014,SEP,30.61,26.16,11.64,82.92,16.96,3.92,28.35,3.6,0.98
14.5,122.5,2014,SEP,30.13,26.75,12.47,82.58,16.79,4.34,28.82,3.79,0.99
15.5,122.5,2014,SEP,30.34,27.14,13.44,81.94,18.5,4.67,29.17,,
13.5,122.5,2015,SEP,31.2,26.82,5.93,80.33,20.72,3.1,29.35,3.37,0.82
14.5,122.5,2015,SEP,30.93,27.42,5.43,80.63,19.86,3.25,29.71,3.52,0.91
15.5,122.5,2015,SEP,30.38,27.77,3.47,80.19,21.38,3.55,29.9,,
13.5,122.5,2016,SEP,30.79,26.59,6.3,81.96,18.87,3.36,29.01,2.74,0.83
14.5,122.5,2016,SEP,30.9,27.46,8.34,81.03,18.51,3.71,29.44,3.04,0.96
15.5,122.5,2016,SEP,30.39,27.44,6.96,80.82,19.38,4.08,29.76,,
13.5,122.5,2017,SEP,31.36,26.95,14.95,81.82,18.34,3.17,29.11,3.12,0.98
14.5,122.5,2017,SEP,30.87,27.48,12.15,80.18,17.33,3.43,29.71,3.38,0.98
15.5,122.5,2017,SEP,30.52,27.8,5.54,80.11,18.48,3.78,29.98,,
13.5,122.5,2018,SEP,30.25,26.25,7.61,82.93,19.07,3.71,28.54,3.35,0.96
14.5,122.5,2018,SEP,30.6,27.12,7.98,81.88,18.72,4.14,29.08,3.52,0.98
15.5,122.5,2018,SEP,30.05,27.43,8.25,81.24,20.34,4.09,29.44,,
13.5,122.5,2019,SEP,30.93,26.01,6.44,82.18,18.8,4.31,28.61,3.69,0.94
14.5,122.5,2019,SEP,30.36,26.72,7.74,82.33,18.11,4.56,28.93,3.85,0.99
15.5,122.5,2019,SEP,30.28,26.81,7.63,81.82,18.63,4.99,29.35,,
13.5,122.5,2020,SEP,30.67,26.72,6.17,80.37,18.49,2.77,29.35,3.13,0.95
14.5,122.5,2020,SEP,30.93,27.26,6.41,80.04,18.43,3.29,29.86,3.15,0.97
15.5,122.5,2020,SEP,30.94,28.16,4.98,80.23,19.01,3.51,30.2,,
13.5,122.5,2021,SEP,30.01,26.37,11.42,82.05,17.91,3.07,28.98,3.11,0.98
14.5,122.5,2021,SEP,30.35,27.22,8.95,81.6,17.32,3.6,29.56,3.01,0.99
15.5,122.5,2021,SEP,30.06,27.27,6.37,81.62,18.93,3.62,29.95,,
13.5,122.5,2022,SEP,30.98,26.71,7.27,82.35,18.22,3.81,28.93,3.2,0.97
14.5,122.5,2022,SEP,30.66,26.5,8.85,82.33,18.65,4.44,29.45,3.32,0.99
15.5,122.5,2022,SEP,30.71,26.81,9.54,80.89,20.02,4.73,29.84,,
13.5,122.5,2023,SEP,31.07,27.02,5.71,80.43,18.75,2.77,29.65,3.09,0.85
14.5,122.5,2023,SEP,30.64,27.23,5.32,80.43,18.43,3.01,29.72,3.17,0.91
15.5,122.5,2023,SEP,30.08,27.16,5.49,81.7,19.72,3.05,29.69,,
13.5,122.5,2024,SEP,30.85,26.66,11.37,83.96,16.45,4.41,28.99,3.46,0.98
14.5,122.5,2024,SEP,30.67,27.45,11.58,82.54,15.89,4.62,29.68,3.44,0.99
15.5,122.5,2024,SEP,30.69,28.0,12.62,81.64,15.6,4.7,30.19,,
13.5,122.5,2025,SEP,29.99,26.62,13.53,84.19,15.75,3.84,28.48,3.13,0.99
14.5,122.5,2025,SEP,29.6,26.84,17.0,84.02,14.17,4.3,28.88,3.25,1.0
15.5,122.5,2025,SEP,29.89,26.96,14.09,82.99,14.56,4.65,29.47,,
13.5,122.5,1990,OCT,29.44,25.39,11.56,83.64,16.94,4.05,27.93,3.4,0.96
14.5,122.5,1990,OCT,29.16,26.3,16.18,83.26,14.03,4.96,28.16,3.74,0.99
15.5,122.5,1990,OCT,28.99,26.62,13.06,82.76,14.7,5.48,28.42,,
13.5,122.5,1991,OCT,30.22,25.24,5.48,79.69,18.01,4.16,28.33,3.91,0.86
14.5,122.5,1991,OCT,30.02,26.27,8.78,79.18,17.21,5.24,28.61,4.43,0.94
15.5,122.5,1991,OCT,29.72,26.47,4.03,78.66,17.61,5.99,28.59,,
13.5,122.5,1992,OCT,30.19,25.34,7.41,83.59,16.19,4.34,28.02,3.5,0.92
14.5,122.5,1992,OCT,28.9,26.07,13.76,83.72,15.87,5.51,28.11,3.9,0.99
15.5,122.5,1992,OCT,28.91,26.72,10.82,82.73,16.08,6.7,28.47,,
13.5,122.5,1993,OCT,29.15,25.11,11.06,84.82,15.91,5.33,27.29,3.82,0.95
14.5,122.5,1993,OCT,29.08,25.86,13.04,84.22,13.67,6.19,27.62,3.97,1.0
15.5,122.5,1993,OCT,29.23,25.97,10.9,83.81,14.99,6.51,27.78,,
13.5,122.5,1994,OCT,29.27,24.89,6.01,82.16,19.17,4.29,27.57,4.11,0.95
14.5,122.5,1994,OCT,29.93,25.89,7.61,81.2,17.08,5.53,27.95,4.44,0.97
15.5,122.5,1994,OCT,29.18,25.49,6.75,80.74,18.46,6.3,27.89,,
13.5,122.5,1995,OCT,29.78,25.94,10.27,83.63,16.7,4.08,28.09,3.98,0.98
14.5,122.5,1995,OCT,29.11,26.23,14.35,83.91,15.78,5.08,28.26,4.18,0.99
15.5,122.5,1995,OCT,29.08,26.58,12.72,83.68,15.9,5.53,28.37,,
13.5,122.5,1996,OCT,30.44,26.54,7.24,82.11,17.92,3.61,28.86,3.1,0.91
14.5,122.5,1996,OCT,30.1,26.72,9.34,81.99,16.7,4.43,29.35,3.37,0.97
15.5,122.5,1996,OCT,29.49,26.9,9.14,82.77,17.67,4.93,29.34,,
13.5,122.5,1997,OCT,30.38,25.78,3.07,79.61,18.83,4.13,28.79,4.02,0.86
14.5,122.5,1997,OCT,30.39,26.23,4.65,79.56,17.98,4.95,29.0,4.24,0.93
15.5,122.5,1997,OCT,29.86,26.81,4.39,79.32,18.92,5.15,28.91,,
13.5,122.5,1998,OCT,30.68,26.58,15.04,84.41,15.15,5.16,28.82,3.14,0.98
14.5,122.5,1998,OCT,30.18,27.29,19.04,83.99,14.2,5.98,29.1,3.42,1.0
15.5,122.5,1998,OCT,30.61,27.23,21.56,83.55,14.43,6.47,29.29,,
13.5,122.5,1999,OCT,30.5,26.12,12.38,83.05,16.93,3.99,28.36,3.32,0.96
14.5,122.5,1999,OCT,29.35,26.59,14.93,82.9,15.41,4.77,28.54,3.47,1.0
15.5,122.5,1999,OCT,29.29,26.35,11.9,82.7,15.3,5.26,28.71,,
13.5,122.5,2000,OCT,29.95,25.82,14.28,84.83,16.78,4.22,28.01,3.39,0.97
14.5,122.5,2000,OCT,29.03,26.04,16.03,85.01,15.37,5.34,28.48,3.45,1.0
15.5,122.5,2000,OCT,28.9,26.41,14.67,84.89,15.49,5.62,28.59,,
13.5,122.5,2001,OCT,30.65,25.99,13.55,83.92,16.31,4.22,28.07,3.27,0.96
14.5,122.5,2001,OCT,29.67,26.56,11.65,82.17,15.24,5.22,28.88,3.71,0.98
15.5,122.5,2001,OCT,30.25,26.97,6.91,80.6,17.11,5.68,28.99,,
13.5,122.5,2002,OCT,30.4,26.32,8.44,82.38,18.27,3.12,28.63,3.35,0.98
14.5,122.5,2002,OCT,29.56,27.19,8.59,81.99,17.05,3.87,28.97,3.64,0.99
15.5,122.5,2002,OCT,29.64,26.6,5.77,81.49,17.74,3.99,29.15,,
13.5,122.5,2003,OCT,29.98,25.31,8.72,81.24,16.52,4.41,28.11,4.29,0.98
14.5,122.5,2003,OCT,29.9,26.92,9.91,79.56,15.4,5.4,28.71,4.68,0.98
15.5,122.5,2003,OCT,29.4,27.17,6.93,79.24,17.53,5.99,28.82,,
13.5,122.5,2004,OCT,29.42,24.76,12.62,80.97,16.55,4.25,27.77,4.32,0.96
14.5,122.5,2004,OCT,29.0,25.69,11.8,80.13,14.82,5.29,27.85,4.48,0.97
15.5,122.5,2004,OCT,29.09,26.3,6.61,78.44,15.24,6.14,28.07,,
13.5,122.5,2005,OCT,30.07,26.08,12.25,83.31,16.55,3.44,28.33,3.47,0.98
14.5,122.5,2005,OCT,29.5,26.61,14.06,82.36,14.57,4.37,28.82,3.93,0.99
15.5,122.5,2005,OCT,29.32,26.47,9.84,81.83,15.35,5.12,28.96,,
13.5,122.5,2006,OCT,29.87,25.31,6.76,81.51,15.92,4.18,28.07,4.29,0.97
14.5,122.5,2006,OCT,29.27,26.59,10.94,80.29,13.89,4.79,28.64,4.4,0.98
15.5,122.5,2006,OCT,29.64,26.81,11.1,79.35,15.22,5.61,28.85,,
13.5,122.5,2007,OCT,29.82,26.23,12.48,84.3,15.48,5.22,28.0,3.67,0.98
14.5,122.5,2007,OCT,29.7,26.67,12.88,83.41,14.57,5.94,28.49,4.0,0.99
15.5,122.5,2007,OCT,29.39,26.79,9.49,82.14,16.04,6.38,28.79,,
13.5,122.5,2008,OCT,30.21,26.3,9.01,83.43,17.63,3.44,28.49,3.22,0.98
14.5,122.5,2008,OCT,29.38,27.05,11.79,84.06,17.06,4.42,28.91,3.39,1.0
15.5,122.5,2008,OCT,29.4,27.1,7.82,83.37,18.25,4.85,29.15,,
13.5,122.5,2009,OCT,29.9,25.38,11.0,83.7,15.45,4.77,27.84,3.8,0.98
14.5,122.5,2009,OCT,29.76,26.44,14.42,82.25,14.97,5.52,28.46,4.07,0.99
15.5,122.5,2009,OCT,29.64,26.68,13.45,81.29,15.62,6.37,28.78,,
13.5,122.5,2010,OCT,30.08,26.0,11.42,83.89,14.69,3.97,28.43,2.81,1.0
14.5,122.5,2010,OCT,29.57,26.95,14.69,82.75,14.18,5.06,29.01,3.15,1.0
15.5,122.5,2010,OCT,29.78,27.04,12.39,82.2,15.97,5.62,29.31,,
13.5,122.5,2011,OCT,30.0,25.1,10.92,84.52,17.08,4.3,27.92,3.33,0.98
14.5,122.5,2011,OCT,29.44,26.26,13.29,83.62,16.61,5.11,28.42,3.46,0.99
15.5,122.5,2011,OCT,29.39,26.88,9.8,82.97,17.13,5.51,28.63,,
13.5,122.5,2012,OCT,29.63,25.56,11.4,81.55,16.51,4.41,27.98,4.47,0.97
14.5,122.5,2012,OCT,28.99,26.52,10.89,79.88,15.59,4.9,28.4,4.56,0.98
15.5,122.5,2012,OCT,29.22,26.46,9.59,79.02,16.46,5.39,28.55,,
13.5,122.5,2013,OCT,29.86,25.37,6.85,80.83,16.25,4.39,27.93,4.17,0.96
14.5,122.5,2013,OCT,30.05,26.18,10.43,78.48,15.3,4.91,28.47,4.65,0.98
15.5,122.5,2013,OCT,29.79,26.7,8.45,77.61,17.15,5.5,28.65,,
13.5,122.5,2014,OCT,30.18,26.04,11.62,82.95,17.02,3.75,28.19,3.65,0.99
14.5,122.5,2014,OCT,29.15,26.64,13.51,82.6,15.3,4.47,28.43,3.83,0.99
15.5,122.5,2014,OCT,29.25,26.45,9.55,81.83,16.64,5.15,28.48,,
13.5,122.5,2015,OCT,30.9,26.1,7.36,79.91,17.64,4.67,28.8,4.08,0.9
14.5,122.5,2015,OCT,30.74,27.01,10.73,79.77,16.96,5.5,29.13,4.33,0.96
15.5,122.5,2015,OCT,29.94,27.19,10.85,80.44,17.53,6.26,29.1,,
13.5,122.5,2016,OCT,30.09,26.49,14.04,84.35,15.46,4.1,28.3,2.99,0.97
14.5,122.5,2016,OCT,29.57,26.66,15.32,83.36,15.36,4.86,28.8,3.32,1.0
15.5,122.5,2016,OCT,29.35,27.46,12.19,82.99,16.49,5.25,29.12,,
13.5,122.5,2017,OCT,30.1,26.23,12.04,82.25,15.2,4.06,28.71,3.55,0.99
14.5,122.5,2017,OCT,29.86,27.16,15.94,81.38,14.36,4.73,29.2,3.74,1.0
15.5,122.5,2017,OCT,30.1,27.58,13.61,80.95,15.36,5.44,29.47,,
13.5,122.5,2018,OCT,30.76,24.7,4.76,79.21,18.88,4.26,28.79,4.27,0.91
14.5,122.5,2018,OCT,30.18,25.75,6.67,80.04,18.69,4.98,29.2,4.11,0.94
15.5,122.5,2018,OCT,29.8,25.63,3.86,80.24,19.7,5.28,29.14,,
13.5,122.5,2019,OCT,30.72,26.16,8.14,80.16,19.03,4.29,28.69,4.18,0.91
14.5,122.5,2019,OCT,29.65,26.92,6.5,80.45,17.54,5.03,28.97,4.23,0.95
15.5,122.5,2019,OCT,29.35,27.07,3.06,80.4,18.55,5.5,29.11,,
13.5,122.5,2020,OCT,30.97,26.39,24.07,83.63,15.03,3.8,28.79,3.14,0.99
14.5,122.5,2020,OCT,29.83,27.27,20.52,82.67,13.91,4.75,29.47,3.25,1.0
15.5,122.5,2020,OCT,30.18,27.68,16.76,82.1,13.93,5.44,29.74,,
13.5,122.5,2021,OCT,30.55,26.43,12.2,83.72,14.84,4.67,28.51,3.66,0.99
14.5,122.5,2021,OCT,30.71,26.89,10.75,81.64,14.4,5.26,29.2,4.01,1.0
15.5,122.5,2021,OCT,30.51,27.25,8.28,80.48,14.97,5.47,29.49,,
13.5,122.5,2022,OCT,30.39,26.94,13.57,83.39,16.19,4.79,28.81,3.5,0.99
14.5,122.5,2022,OCT,29.99,27.46,16.73,83.89,15.23,5.54,29.2,3.48,1.0
15.5,122.5,2022,OCT,30.06,27.28,13.47,83.59,15.66,5.94,29.3,,
13.5,122.5,2023,OCT,31.06,26.93,11.84,82.31,17.43,3.63,29.1,3.65,0.95
14.5,122.5,2023,OCT,30.52,27.62,11.14,82.19,15.25,4.63,29.32,3.82,0.98
15.5,122.5,2023,OCT,30.3,27.7,5.88,81.8,16.16,5.08,29.42,,
13.5,122.5,2024,OCT,30.92,26.68,18.22,82.85,16.19,4.35,28.98,3.41,0.98
14.5,122.5,2024,OCT,30.31,27.75,16.06,83.01,14.75,5.19,29.4,3.53,0.99
15.5,122.5,2024,OCT,30.36,27.6,11.72,81.99,14.45,5.74,29.72,,
13.5,122.5,2025,OCT,30.1,26.64,12.39,83.85,17.13,3.63,28.62,3.23,1.0
14.5,122.5,2025,OCT,29.55,27.21,14.19,83.63,15.43,4.47,29.02,3.21,1.0
15.5,122.5,2025,OCT,29.76,27.27,10.2,83.4,16.27,4.85,29.44,,
13.5,122.5,1990,NOV,29.3,24.86,12.09,83.57,16.05,5.22,27.42,4.26,0.99
14.5,122.5,1990,NOV,29.08,25.31,13.36,83.45,14.66,6.17,27.53,4.43,1.0
15.5,122.5,1990,NOV,28.82,25.33,8.1,82.71,15.4,6.74,27.81,,
13.5,122.5,1991,NOV,28.85,24.39,8.69,83.76,15.77,5.52,26.75,3.78,0.89
14.5,122.5,1991,NOV,28.02,25.31,8.9,83.69,15.36,6.51,26.77,4.01,0.98
15.5,122.5,1991,NOV,27.61,25.18,4.33,83.2,16.02,7.14,26.92,,
13.5,122.5,1992,NOV,28.8,23.82,10.22,82.38,16.02,6.34,26.45,4.66,0.96
14.5,122.5,1992,NOV,27.85,25.13,9.05,80.52,14.47,7.54,27.19,4.8,0.98
15.5,122.5,1992,NOV,27.82,25.0,4.52,80.65,14.8,7.99,27.11,,
13.5,122.5,1993,NOV,28.96,25.29,12.37,86.73,15.26,5.46,27.16,3.32,0.99
14.5,122.5,1993,NOV,28.35,25.84,14.47,85.78,14.16,6.55,27.4,3.66,1.0
15.5,122.5,1993,NOV,27.95,25.65,9.26,86.12,14.32,6.85,27.26,,
13.5,122.5,1994,NOV,29.28,24.16,4.1,80.57,17.94,6.15,27.04,4.6,0.87
14.5,122.5,1994,NOV,27.72,25.64,3.44,80.22,16.89,6.91,27.32,4.4,0.91
15.5,122.5,1994,NOV,27.31,25.59,1.88,80.07,17.81,6.82,27.08,,
13.5,122.5,1995,NOV,29.85,25.49,14.53,85.28,14.67,5.37,27.74,3.71,0.99
14.5,122.5,1995,NOV,29.04,26.56,20.37,84.5,13.46,6.38,27.9,3.92,0.99
15.5,122.5,1995,NOV,28.68,26.41,11.55,83.68,14.01,6.77,28.07,,
13.5,122.5,1996,NOV,29.89,26.05,14.55,83.66,14.22,5.94,28.04,3.74,0.99
14.5,122.5,1996,NOV,29.49,26.76,17.01,81.99,13.37,6.9,28.3,4.2,1.0
15.5,122.5,1996,NOV,29.35,26.88,11.81,81.73,13.78,7.34,28.37,,
13.5,122.5,1997,NOV,30.55,24.65,4.95,78.72,16.97,4.67,28.06,4.1,0.8
14.5,122.5,1997,NOV,29.0,25.95,4.54,79.11,16.35,5.32,28.06,4.12,0.9
15.5,122.5,1997,NOV,28.48,26.4,2.31,79.2,17.42,5.27,27.8,,
13.5,122.5,1998,NOV,30.45,26.09,8.95,84.19,15.71,3.91,28.52,2.94,0.99
14.5,122.5,1998,NOV,29.16,26.43,12.45,84.87,14.01,4.65,28.48,2.95,1.0
15.5,122.5,1998,NOV,29.04,26.69,9.4,83.96,14.0,4.94,28.66,,
13.5,122.5,1999,NOV,29.87,24.64,13.57,84.63,13.75,5.55,27.27,3.7,0.99
14.5,122.5,1999,NOV,29.1,25.94,22.43,83.13,12.92,6.57,27.42,4.35,1.0
15.5,122.5,1999,NOV,29.14,26.06,12.84,81.86,14.14,7.09,27.76,,
13.5,122.5,2000,NOV,29.73,25.56,12.68,84.9,15.16,5.34,27.6,3.66,0.99
14.5,122.5,2000,NOV,28.85,25.88,15.52,83.88,14.21,6.13,27.78,3.8,1.0
15.5,122.5,2000,NOV,28.81,26.48,10.77,82.75,13.95,6.54,28.12,,
13.5,122.5,2001,NOV,29.84,23.77,12.58,84.53,14.06,6.68,27.02,4.17,0.99
14.5,122.5,2001,NOV,29.12,25.08,14.72,81.54,13.3,7.45,27.63,4.49,0.99
15.5,122.5,2001,NOV,28.52,25.31,7.25,80.48,15.19,7.75,27.87,,
13.5,122.5,2002,NOV,29.61,25.24,11.68,83.06,15.21,5.24,27.76,3.76,0.99
14.5,122.5,2002,NOV,28.84,26.27,19.06,81.77,13.25,6.12,28.28,3.89,1.0
15.5,122.5,2002,NOV,29.02,26.41,10.98,81.28,13.38,6.5,28.41,,
13.5,122.5,2003,NOV,29.61,24.7,7.03,83.13,16.4,5.26,27.72,4.04,0.97
14.5,122.5,2003,NOV,29.24,26.16,9.28,82.35,15.0,6.1,28.19,4.34,0.99
15.5,122.5,2003,NOV,28.84,26.21,5.24,82.45,15.6,6.39,28.29,,
13.5,122.5,2004,NOV,29.26,25.27,15.22,87.08,14.41,6.01,26.94,3.87,0.97
14.5,122.5,2004,NOV,28.38,26.02,20.39,86.53,11.41,7.38,27.25,4.0,0.99
15.5,122.5,2004,NOV,27.93,26.08,14.98,85.09,11.66,8.12,27.27,,
13.5,122.5,2005,NOV,29.98,24.9,7.57,84.07,15.33,4.68,27.79,3.79,0.97
14.5,122.5,2005,NOV,28.89,25.52,15.81,83.73,13.23,5.64,27.86,4.05,1.0
15.5,122.5,2005,NOV,28.72,26.19,15.26,82.65,13.6,6.19,28.17,,
